ensemble_cluster_id,cluster_size,missing_sm,match_letter,picked_idx,confidence,reason,n_candidates
5537,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5564,2,Morrisons,NONE,,0.95,"Cluster is Ginsters brand vegan creamy garlic mushroom slice 170g. No Morrisons candidate matches: A-C are garlic products (not slices/not mushroom), D is vanil",8
5541,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5567,3,Morrisons,NONE,,0.95,"Cluster is Richmond brand meat-free minis sausages 162g. No Morrisons candidate matches: A is sauce, B is samosas, C is crisps, D is meat feast, E is stuffing m",8
5542,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5541,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5543,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5571,3,Morrisons,NONE,,0.95,"No candidate matches Galaxy Vegan Orange. Option E is Galaxy Vegan but Fruit & Nut (different flavour), not Orange. No other candidates are Galaxy branded or Or",8
5545,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5570,2,Morrisons,NONE,,0.99,"Cluster is Kallo Organic Mushroom Stock Cubes. Candidates A, B, C are all snack products (sour sticks, crackers, bamba) - completely different core product cate",3
5545,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5550,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5551,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5553,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5570,2,Tesco,NONE,,0.99,"The cluster is Kallo Organic Mushroom Stock Cubes. None of the candidates match: A is beef stock cubes (different brand, different flavour), B is chicken & mush",7
5555,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5556,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5556,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5569,3,Morrisons,NONE,,0.95,"Cluster is Mighty brand pea milk alternative (unsweetened, 1L). Candidate B is Morrisons own-brand soya drink (different plant base, different brand). No candid",8
5587,2,Sains,NONE,,0.95,"Cluster is Glorious brand Sweet Potato & Coconut Daal 550g. Candidate E is Tideford Organics Caribbean Sweet Potato (different brand, different product type - a",8
5560,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5562,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5566,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5591,3,Morrisons,NONE,,0.99,"Cluster is Higgidy brand quiche with feta and roasted red pepper (spinach mentioned in 2 of 3 listings). No candidate matches: A is spinach & ricotta (not feta,",8
5593,2,Morrisons,NONE,,0.95,"Cluster is Blue Dragon Dark Soy Sauce 375ml. No candidate matches: A is tikka sauce, B is burger sauce, C is brandy sauce, D is madras sauce, E is noodles, F is",8
5568,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5568,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5587,2,Tesco,NONE,,0.95,The cluster is Glorious brand Sweet Potato & Coconut Daal (550g). Candidate G is a Tesco Finest Potato & Lentil Dhal Soup (600g) - different brand (Tesco Finest,8
5573,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5575,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5593,2,Sains,NONE,,0.95,"Cluster is Blue Dragon Dark Soy Sauce 375ml (Asian condiment). No candidates match this brand, variety, or product type. All Sainsbury's candidates are differen",8
5576,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5606,2,Tesco,NONE,,0.95,No candidate matches the cluster. The cluster is Blue Dragon Coconut Cream UHT 250ml. Candidates A-C are different Blue Dragon products (noodle/curry kits). D i,8
5577,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5584,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
5583,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5580,3,Tesco,NONE,,0.95,"The cluster is 'This Isn't Beef' brand plant-based mince at 250g. None of the Tesco candidates match: B is 'This Isn't Lamb' (different variety), C is 'Plant Ch",8
5583,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5585,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5586,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",6
5588,3,Tesco,A,58089.0,0.95,"Proper Chips (Properchips) Sea Salt 85g matches the cluster's brand, flavor (Sea Salt), and weight (85g). Minor naming variation ('Proper Chips' vs 'Properchips",8
5624,2,Tesco,NONE,,0.99,"Cluster is Camden Hells Lager (specific brand). No candidate is Camden Hells Lager. All candidates are different brands (Heverlee, Star, Banks's, Super Bock, He",8
5589,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5592,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5629,2,Sains,NONE,,0.95,"Cluster is Seabrook brand Salt & Vinegar crisps 150g multipack. No Sainsbury's candidate matches: A-C are different brands/products (Flourish, chickpeas, corn s",8
5623,3,Morrisons,NONE,,0.95,"Cluster contains Blue Dragon brand sauces (Hoisin and Fish Sauce). Candidate A is Morrisons own-brand Seafood Sauce, different brand and different product type.",8
5585,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5595,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5598,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5641,3,Morrisons,NONE,,0.95,Cluster is Fanta Orange branded product in 8x330ml packs (~2640-2678ml total). No Morrison's candidate matches: A is different brand (Orange Crush) and volume (,8
5598,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5629,2,Tesco,NONE,,0.95,"Cluster is Seabrook brand Salt & Vinegar crisps. No candidate matches: all are either different brands (Tesco Finest, Brave, Barny), different flavours (none ar",8
5603,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5594,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5649,3,Morrisons,NONE,,0.95,"Candidate A is Tango Orange (different flavour from Apple), and 2000ml bottle (different volume and pack format from 8x330ml cans/2640ml). No other candidates a",8
5606,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5603,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5611,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5624,2,Morrisons,NONE,,0.95,Camden Hells Lager is not present in the Morrisons candidates. Candidate C (Menabrea Premium Lager) matches volume (650ml) but is a different brand and variety.,8
5610,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5613,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5616,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5654,3,Tesco,NONE,,0.95,"Cluster is Askeys Treat brand chocolate sauce/topping (320-325g). Candidate A is Tesco Finest brand (different brand, different product line). No match for Aske",8
5620,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5633,3,Tesco,NONE,,0.99,"Cluster is Skittles Fruit Fun Size multipack (18x18g, ~320-324g). All candidates are different brands/products: A-C are fruit beverages/segments, D-H are either",8
5663,2,Morrisons,NONE,,0.98,"Cluster is Baker Street brand hot dog rolls (4-pack). No Morrisons candidate matches: A is generic white rolls (not hot dog rolls), B-H are various cakes/breads",8
5628,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5630,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5664,2,Tesco,NONE,,0.95,"No candidate matches San Miguel brand. Cluster requires San Miguel specifically (branded product). All beer candidates are different brands (Brooklyn, Marston's",6
5630,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5663,2,Sains,NONE,,0.95,"Cluster is Baker Street brand hot dog rolls (jumbo/classic variety). Candidates are either different brands (Sainsbury's own-brand, Stamford Street Co., Paul Ho",8
5642,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",3
5642,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5672,2,Morrisons,NONE,,0.95,"Candidate C is Hartley's but 'Ma Made' variety (different from 'Blueberry & Blackcurrant 10 Cal'), and 850g weight differs from cluster's ~1050-1060g. Candidate",4
5651,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5652,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5648,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5647,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5670,3,Tesco,NONE,,0.95,"Cluster is YO! Katsu Curry Sauce 100g (branded, specific flavor). No Tesco candidate matches: A is Blue Dragon Teriyaki (different brand, flavor); B is Curry Po",8
5680,2,Tesco,NONE,,0.95,"Cluster is Semolina Fine 1.5kg. Candidates A and B are different products (Chana Dal, Red Lentils). C, D, E, F are entirely different product categories. No mat",6
5653,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5656,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5661,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5662,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5675,3,Morrisons,NONE,,0.99,"Cluster is Vadasz brand sauerkraut (fermented cabbage) with garlic & dill, 400g. No Morrisons candidate matches: A-D are garlic products (not sauerkraut), E is ",8
5664,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5657,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5666,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5686,2,Tesco,NONE,,0.95,"Candidate A is a different flavour (Cranberry & Raspberry) than the cluster (Cherry Bakewell Tart). Same brand and weight, but flavour must match for core produ",8
5690,2,Tesco,H,51470.0,0.95,"Shloer brand, pink/celebration variety, 750ml volume, same pack count (single bottle). Matches cluster's pink bubbly Shloer 750ml specification.",8
5673,2,Sains,NONE,,0.95,"Cluster is Rubicon Spring Strawberry & Kiwi sparkling flavoured water (1500ml). Candidate A is Rubicon Mango Juice (different flavour, different volume 2000ml).",8
5666,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",7
5669,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
5667,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5691,2,Tesco,NONE,,0.95,"Cluster is Hartley's 10 Cal Strawberry Jelly (170-175g). Candidate B is Hartley's but different variety (Cranberry & Raspberry, not Strawberry) and different pr",8
5672,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
5673,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5699,3,Sains,NONE,,0.95,"Cluster contains Wagamama brand Pad Thai/Teriyaki sauces at 120g. No candidate matches: A is Szechuan (wrong flavour), B is Peri Peri (wrong flavour, wrong weig",8
5695,2,Tesco,NONE,,0.95,"Cluster is Moët & Chandon Nectar Impérial Demi-Sec. Candidate A is Moët & Chandon Grand Vintage, which is a different variety/expression. Other candidates are d",8
5680,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",6
5686,2,Morrisons,NONE,,0.99,"Cluster is Hartley's 10 Cal Cherry Bakewell Tart Flavour Jelly (170-175g). All candidates are cakes/cake-related products (cupcake cases, caterpillar cake bars,",5
5685,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5681,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
