supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,is_truncated,original_name,supermarket_brand,tier_type,tier_keyword,known_brand,pack_quantity,pack_pattern,unit_value,unit_type,abv_percentage,unit_inferred,attributes_types,attributes_keywords,descriptors,core_product_name,normalized_name
Sains,3.0,12.5,kg,Sainsbury's Double Chocolate Brownie Mini Bites 240g,20240222,bakery,True,False,Sainsbury's Double Chocolate Brownie Mini Bites 240g,Sainsbury's,standard,,,,,240.0,g,,False,,,,Double Chocolate Brownie Mini Bites,double chocolate brownie mini bites
Sains,2.5,20.0,kg,Twinings English Breakfast Loose Tea 125g,20240413,food_cupboard,False,False,Twinings English Breakfast Loose Tea 125g,,,,Twinings,,,125.0,g,,False,,,{'packaging': ['loose']},English Breakfast Loose Tea,english breakfast loose tea
Tesco,1.3,23.6,kg,Tesco Vegetable Sushi Snack 55G,20240412,fresh_food,True,False,Tesco Vegetable Sushi Snack 55G,Tesco,standard,,,,,55.0,g,,False,,,,Vegetable Sushi Snack,vegetable sushi snack
ASDA,1.3,1.3,unit,ASDA Organic Seasonal Cabbage (Colour and Variety may vary),20240413,fresh_food,True,False,ASDA Organic Seasonal Cabbage (Colour and Variety may vary),ASDA,standard,,,,,,,,False,organic,organic,,Seasonal Cabbage (Colour and Variety may vary),seasonal cabbage colour and variety may vary
Sains,30.0,42.86,l,Sipsmith London Limited Edition Very Berry Gin 700ml,20240413,drinks,False,False,Sipsmith London Limited Edition Very Berry Gin 700ml,,,,Sipsmith,,,700.0,ml,,False,,,,London Limited Edition Very Berry Gin,london limited edition very berry gin
ASDA,0.7,0.4,l,ASDA Cola 2 Litres,20240413,drinks,True,False,ASDA Cola 2 Litres,ASDA,standard,,,,,1750.0,ml,,True,,,,Cola 2 Litres,cola 2 litres
Sains,1.25,12.5,kg,Ritter Sport Orange 100g,20240413,food_cupboard,False,False,Ritter Sport Orange 100g,,,,Ritter Sport,,,100.0,g,,False,,,,Orange,orange
ASDA,3.0,4.69,kg,Chicago Town Takeaway Stuffed Crust Magnificent Meat Feast Large Pizza,20240413,frozen,False,False,Chicago Town Takeaway Stuffed Crust Magnificent Meat Feast Large Pizza,,,,Chicago Town,,,639.7,g,,True,,,,Takeaway Stuffed Crust Magnificent Meat Feast Large Pizza,takeaway stuffed crust magnificent meat feast large pizza
ASDA,5.0,20.0,l,Mazzetti Organic Balsamic Vinegar of Modena,20240413,food_cupboard,False,False,Mazzetti Organic Balsamic Vinegar of Modena,,,,Mazzetti,,,250.0,ml,,True,organic,organic,,Balsamic Vinegar of Modena,balsamic vinegar of modena
Sains,2.75,18.33,kg,Wasabi Home Bento Spicy Korean Chicken Pops 150g,20240413,fresh_food,False,False,Wasabi Home Bento Spicy Korean Chicken Pops 150g,,,,Wasabi,,,150.0,g,,False,,,{'flavor': ['spicy']},Home Bento Spicy Korean Chicken Pops,home bento spicy korean chicken pops
Morrisons,23.0,32.85,l,Masons Dry Yorkshire Gin,20240413,drinks,False,False,Masons Dry Yorkshire Gin,,,,,,,700.2,ml,,True,,,,Masons Dry Yorkshire Gin,masons dry yorkshire gin
ASDA,10.0,10.0,unit,George Home Green Simplicity 24cm Frying Pan,20240405,fresh_food,True,False,George Home Green Simplicity 24cm Frying Pan,George Home,standard,,,,,,,,False,,,,Green Simplicity 24cm Frying Pan,green simplicity 24cm frying pan
Morrisons,2.15,4.5,kg,Kellogg's Chocolate Wheats,20240413,food_cupboard,False,False,Kellogg's Chocolate Wheats,,,,Kellogg'S,,,477.8,g,,True,,,,Chocolate Wheats,chocolate wheats
Tesco,4.0,8.0,l,Belvoir Cordial E/Flower Rose 500ml,20240413,drinks,False,False,Belvoir Cordial E/Flower Rose 500ml,,,,Belvoir,,,500.0,ml,,False,,,,Cordial E/Flower Rose,cordial e flower rose
Tesco,8.0,53.33,l,Beams The Whisky Collection 3 x 5cl Gift Set,20240413,drinks,False,False,Beams The Whisky Collection 3 x 5cl Gift Set,,,,,3.0,count_x_size,150.0,ml,,False,,,,Beams The Whisky Collection Gift Set,beams the whisky collection gift set
Morrisons,13.25,8.8,kg,Yorkshire Tea 480 Bags,20240413,food_cupboard,False,False,Yorkshire Tea 480 Bags,,,,Yorkshire Tea,480.0,bag_count,1505.7,g,,True,,,,,
Sains,3.5,14.58,kg,"Sainsbury's Unsmoked Air Dried Wiltshire Cured Back Bacon Rashers, Taste the Difference x8 240g",20240413,fresh_food,True,False,"Sainsbury's Unsmoked Air Dried Wiltshire Cured Back Bacon Rashers, Taste the Difference x8 240g",Sainsbury's,standard,,,8.0,x_count,240.0,g,,False,,,{'flavor': ['unsmoked']},"Unsmoked Air Dried Wiltshire Cured Back Bacon Rashers, Taste the Difference",unsmoked air dried wiltshire cured back bacon rashers taste the difference
Tesco,3.5,7.0,kg,Nesquik Strawberry Flavoured Milkshake Powder Tub 500g,20240413,drinks,False,False,Nesquik Strawberry Flavoured Milkshake Powder Tub 500g,,,,,,,500.0,g,,False,,,"{'form': ['powder'], 'packaging': ['tub']}",Nesquik Strawberry Flavoured Milkshake Powder Tub,nesquik strawberry flavoured milkshake powder tub
Sains,39.0,51.87,l,Piper Heidsieck Brut NV Champagne 75cl,20240413,drinks,False,False,Piper Heidsieck Brut NV Champagne 75cl,,,,,,,750.0,ml,,False,,,,Piper Heidsieck Brut NV Champagne,piper heidsieck brut nv champagne
Sains,3.9,8.6,kg,Garner's Sweet Pickled Baby Onions 454g,20240413,food_cupboard,False,False,Garner's Sweet Pickled Baby Onions 454g,,,,,,,454.0,g,,False,,,{'flavor': ['sweet']},Garner's Sweet Pickled Baby Onions,garner s sweet pickled baby onions
Sains,0.62,9.5,kg,Goong Instant Soup Gold Chicken 65g,20240413,food_cupboard,False,False,Goong Instant Soup Gold Chicken 65g,,,,,,,65.0,g,,False,,,,Goong Instant Soup Gold Chicken,goong instant soup gold chicken
Tesco,1.0,4.0,kg,Tesco Scottish Rough Oatcakes 250G,20240413,food_cupboard,True,False,Tesco Scottish Rough Oatcakes 250G,Tesco,standard,,,,,250.0,g,,False,,,,Scottish Rough Oatcakes,scottish rough oatcakes
Morrisons,8.0,10.64,l,Barefoot Pinot Grigio White Wine,20240413,drinks,False,False,Barefoot Pinot Grigio White Wine,,,,Barefoot,,,751.9,ml,,True,,,{'bakery_type': ['white']},Pinot Grigio White Wine,pinot grigio white wine
ASDA,22.0,31.43,l,Absolut Wild Berri Berry Flavoured Swedish Vodka,20240311,drinks,False,False,Absolut Wild Berri Berry Flavoured Swedish Vodka,,,,Absolut,,,700.0,ml,,True,,,,Wild Berri Berry Flavoured Swedish Vodka,wild berri berry flavoured swedish vodka
Tesco,3.25,10.83,kg,Tesco 2 Breaded Cod Fillets 300G,20240322,fresh_food,True,False,Tesco 2 Breaded Cod Fillets 300G,Tesco,standard,,,,,300.0,g,,False,,,{'texture': ['breaded']},2 Breaded Cod Fillets,2 breaded cod fillets
ASDA,1.0,1.0,unit,George Green Easter Tumbler,20240331,fresh_food,True,False,George Green Easter Tumbler,George,standard,,,,,,,,False,,,,Green Easter Tumbler,green easter tumbler
ASDA,1.5,10.7,kg,Rowntree's Randoms Juicers Sweets Sharing Bag,20240413,food_cupboard,False,False,Rowntree's Randoms Juicers Sweets Sharing Bag,,,,Rowntree'S,,,140.2,g,,True,,,,Randoms Juicers Sweets Sharing Bag,randoms juicers sweets sharing bag
Tesco,4.0,17.8,kg,Tesco Finest Belgian Dark Chocolate Brazil Nuts 225G,20240413,fresh_food,True,False,Tesco Finest Belgian Dark Chocolate Brazil Nuts 225G,Tesco Finest,premium,Finest,,,,225.0,g,,False,,,,Belgian Dark Chocolate Brazil Nuts,belgian dark chocolate brazil nuts
Morrisons,2.49,6.23,kg,Kershaw's The All Day Big Breakfast,20240413,frozen,False,False,Kershaw's The All Day Big Breakfast,,,,,,,399.7,g,,True,,,,Kershaw's The All Day Big Breakfast,kershaw s the all day big breakfast
ASDA,4.0,4.0,unit,George Home Aqua Tracker Bottle,20240413,drinks,True,False,George Home Aqua Tracker Bottle,George Home,standard,,,,,,,,False,,,{'packaging': ['bottle']},Aqua Tracker Bottle,aqua tracker bottle
Sains,3.5,10.6,kg,Nestle KitKat Milk Chocolate Cereal 330g,20240413,food_cupboard,False,False,Nestle KitKat Milk Chocolate Cereal 330g,,,,Nestle,,,330.0,g,,False,,,,KitKat Milk Chocolate Cereal,kitkat milk chocolate cereal
ASDA,1.39,0.69,kg,JUST ESSENTIALS by ASDA White Potatoes 2kg,20240413,fresh_food,True,False,JUST ESSENTIALS by ASDA White Potatoes 2kg,Just Essentials by ASDA,value,Just Essentials,,,,2000.0,g,,False,,,{'bakery_type': ['white']},White Potatoes,white potatoes
Morrisons,1.35,6.8,kg,Morrisons Strawberry Bon Bons,20240413,food_cupboard,True,False,Morrisons Strawberry Bon Bons,Morrisons,standard,,,,,198.5,g,,True,,,,Strawberry Bon Bons,strawberry bon bons
Morrisons,1.65,16.5,kg,Milky Way Magic Stars Milk Ch…,20240413,food_cupboard,False,True,Milky Way Magic Stars Milk Ch…,,,,Milky Way,,,100.0,g,,True,,,,Magic Stars Milk Ch…,magic stars milk ch
Morrisons,4.25,7.7,kg,Jack Daniel's Gluten Free Original BBQ Sauce,20240413,free-from,False,False,Jack Daniel's Gluten Free Original BBQ Sauce,,,,Jack Daniel'S,,,551.9,g,,True,free_from,gluten free,{'cooking_method': ['bbq']},Original BBQ Sauce,original bbq sauce
Tesco,1.65,25.38,kg,Kabuto Noodles Chilli Chicken Ramen 65G,20240413,food_cupboard,False,False,Kabuto Noodles Chilli Chicken Ramen 65G,,,,Kabuto Noodles,,,65.0,g,,False,,,,Chilli Chicken Ramen,chilli chicken ramen
Tesco,4.5,26.5,kg,Tesco Finest 10 Prawn Lollipops 170g,20240413,frozen,True,False,Tesco Finest 10 Prawn Lollipops 170g,Tesco Finest,premium,Finest,,,,170.0,g,,False,,,,10 Prawn Lollipops,10 prawn lollipops
Tesco,6.5,14.77,kg,Birds Eye 4 Large Breaded Cod Fillets 440G,20240413,frozen,False,False,Birds Eye 4 Large Breaded Cod Fillets 440G,,,,Birds Eye,,,440.0,g,,False,,,{'texture': ['breaded']},4 Large Breaded Cod Fillets,4 large breaded cod fillets
ASDA,1.9,23.8,kg,Knorr Beef Stock Cubes,20240413,food_cupboard,False,False,Knorr Beef Stock Cubes,,,,Knorr,,,79.8,g,,True,,,,Beef Stock Cubes,beef stock cubes
Sains,3.25,8.13,kg,"Sainsbury's Beef Lasagne, Taste the Difference Ready Meal For 1 400g",20240413,fresh_food,True,False,"Sainsbury's Beef Lasagne, Taste the Difference Ready Meal For 1 400g",Sainsbury's,standard,,,,,400.0,g,,False,preparation,ready meal,,"Beef Lasagne, Taste the Difference For 1",beef lasagne taste the difference for 1
ASDA,2.75,6.06,kg,ASDA 8 Succulent Turkey Sausages,20240413,fresh_food,True,False,ASDA 8 Succulent Turkey Sausages,ASDA,standard,,,,,453.8,g,,True,,,,8 Succulent Turkey Sausages,8 succulent turkey sausages
Sains,1.6,6.4,l,Arla Lactofree Cream 250ml,20240413,fresh_food,False,False,Arla Lactofree Cream 250ml,,,,Arla,,,250.0,ml,,False,,,,Lactofree Cream,lactofree cream
Sains,2.1,2.1,l,Oatly Oat Drink Light Chilled 1L,20240413,food_cupboard,False,False,Oatly Oat Drink Light Chilled 1L,,,,Oatly,,,1000.0,ml,,False,,,,Oat Drink Light Chilled,oat drink light chilled
Sains,1.0,3.13,kg,Stamford Street Co. Frozen Breaded British Chicken Nuggets 320g,20240413,frozen,False,False,Stamford Street Co. Frozen Breaded British Chicken Nuggets 320g,Stamford Street,value,Stamford Street,,,,320.0,g,,False,,,{'texture': ['breaded']},Co. Frozen Breaded British Chicken Nuggets,co frozen breaded british chicken nuggets
Tesco,1.35,6.8,kg,Tesco Cheddar Cheese & Chive Dip 200G,20240413,fresh_food,True,False,Tesco Cheddar Cheese & Chive Dip 200G,Tesco,standard,,,,,200.0,g,,False,,,,Cheddar Cheese and Chive Dip,cheddar cheese and chive dip
Tesco,18.5,26.43,l,Gordon's Tropical Passionfruit Gin Bottle 37.5% Vol 70Cl,20240121,drinks,False,False,Gordon's Tropical Passionfruit Gin Bottle 37.5% Vol 70Cl,,,,Gordon'S,,,700.0,ml,37.5,False,,,{'packaging': ['bottle']},Tropical Passionfruit Gin Bottle,tropical passionfruit gin bottle
ASDA,1.85,1.8,l,Robinsons Apple & Blackcurrant Squash No Added Sugar,20240413,drinks,False,False,Robinsons Apple & Blackcurrant Squash No Added Sugar,,,,Robinsons,,,1027.8,ml,,True,diet,no added sugar,,Apple and Blackcurrant Squash,apple and blackcurrant squash
Morrisons,0.9,5.6,kg,Muller Light Banana and Custard Fat Free Yogurt,20240413,fresh_food,False,False,Muller Light Banana and Custard Fat Free Yogurt,,,,Muller,,,160.7,g,,True,diet,fat free,,Light Banana and Custard Yogurt,light banana and custard yogurt
Tesco,3.5,2.65,l,Stella Artois Premium Alcohol Free Lager Beer 4X330ml,20240413,drinks,False,False,Stella Artois Premium Alcohol Free Lager Beer 4X330ml,,,,Stella Artois,4.0,count_x_size,1320.0,ml,,False,alcohol_marker,alcohol free,,Premium Lager Beer,premium lager beer
Tesco,2.5,16.67,kg,Castello Blue Cheese 150G,20240413,fresh_food,False,False,Castello Blue Cheese 150G,,,,Castello,,,150.0,g,,False,,,,Blue Cheese,blue cheese
ASDA,8.75,116.64,l,Gordon Ramsay Intenso Rosso,20240413,drinks,False,False,Gordon Ramsay Intenso Rosso,,,,,,,75.0,ml,,True,,,,Gordon Ramsay Intenso Rosso,gordon ramsay intenso rosso
ASDA,3.0,10.5,kg,Clipper Organic Everyday Tea 80 Tea bags,20240413,drinks,False,False,Clipper Organic Everyday Tea 80 Tea bags,,,,Clipper,80.0,bag_count,285.7,g,,True,organic,organic,,Everyday Tea,everyday tea
Tesco,1.25,3.1,kg,Warburtons Milk Roll Sliced White Bread 400G,20240413,bakery,False,False,Warburtons Milk Roll Sliced White Bread 400G,,,,Warburtons,,,400.0,g,,False,,,"{'form': ['sliced'], 'bakery_type': ['white']}",Milk Roll Sliced White Bread,milk roll sliced white bread
Sains,11.0,5.64,l,SlimFast Ready to Drink Meal Replacement Shake Chocolate Flavour 6 meals 325ml,20240413,free-from,False,False,SlimFast Ready to Drink Meal Replacement Shake Chocolate Flavour 6 meals 325ml,,,,Slimfast,,,325.0,ml,,False,,,,Ready to Drink Meal Replacement Shake Chocolate Flavour 6 meals,ready to drink meal replacement shake chocolate flavour 6 meals
Morrisons,5.5,18.34,kg,Gressingham Duck Breast Fillets,20240413,fresh_food,False,False,Gressingham Duck Breast Fillets,,,,Gressingham,,,299.9,g,,True,,,{'cut_meat': ['breast']},Duck Breast Fillets,duck breast fillets
Sains,2.0,33.3,kg,Grenade Carb Killa Chocolate Chip Salted Caramel Bar 60g,20240413,food_cupboard,False,False,Grenade Carb Killa Chocolate Chip Salted Caramel Bar 60g,,,,Grenade,,,60.0,g,,False,,,,Carb Killa Chocolate Chip Salted Caramel Bar,carb killa chocolate chip salted caramel bar
Morrisons,20.5,29.29,l,Disaronno Amaretto,20240413,drinks,False,False,Disaronno Amaretto,,,,Disaronno,,,699.9,ml,,True,,,,Amaretto,amaretto
Morrisons,23.0,32.86,l,Red Leg Spiced Rum,20240413,drinks,False,False,Red Leg Spiced Rum,,,,,,,699.9,ml,,True,,,,Red Leg Spiced Rum,red leg spiced rum
Tesco,1.3,8.0,kg,Tesco Pitted Green Olives Reduce Salt 340G,20240413,food_cupboard,True,False,Tesco Pitted Green Olives Reduce Salt 340G,Tesco,standard,,,,,340.0,g,,False,,,{'prep_produce': ['pitted']},Pitted Green Olives Reduce Salt,pitted green olives reduce salt
Tesco,2.85,9.5,kg,Tesco Prawn Layered Salad 300G,20240413,fresh_food,True,False,Tesco Prawn Layered Salad 300G,Tesco,standard,,,,,300.0,g,,False,,,,Prawn Layered Salad,prawn layered salad
Sains,22.0,29.26,l,"Sainsbury's Demi-sec Champagne, Non Vintage 75cl",20240413,drinks,True,False,"Sainsbury's Demi-sec Champagne, Non Vintage 75cl",Sainsbury's,standard,,,,,750.0,ml,,False,,,{'maturity': ['vintage']},"Demi-sec Champagne, Non Vintage",demi sec champagne non vintage
Tesco,1.5,1.5,unit,Tesco Flat Leaf Parsley Medium Pot,20240413,fresh_food,True,False,Tesco Flat Leaf Parsley Medium Pot,Tesco,standard,,,,,,,,False,,,{'flavor': ['medium']},Flat Leaf Parsley Medium Pot,flat leaf parsley medium pot
Sains,3.0,7.2,kg,Betty Crocker Chocolate Fudge Brownie Mix 415g,20240413,food_cupboard,False,False,Betty Crocker Chocolate Fudge Brownie Mix 415g,,,,Betty Crocker,,,415.0,g,,False,,,,Chocolate Fudge Brownie Mix,chocolate fudge brownie mix
ASDA,1.25,4.28,kg,JUST ESSENTIALS by ASDA Pepperoni Pizza,20240413,fresh_food,True,False,JUST ESSENTIALS by ASDA Pepperoni Pizza,Just Essentials by ASDA,value,Just Essentials,,,,292.1,g,,True,,,,Pepperoni Pizza,pepperoni pizza
ASDA,3.0,10.0,kg,ASDA White Black & Red Quinoa,20240413,food_cupboard,True,False,ASDA White Black & Red Quinoa,ASDA,standard,,,,,300.0,g,,True,,,{'bakery_type': ['white']},White Black and Red Quinoa,white black and red quinoa
ASDA,1.5,0.12,unit,George Home Happy Birthday Candles,20240413,bakery,True,False,George Home Happy Birthday Candles,George Home,standard,,,,,,,,False,,,,Happy Birthday Candles,happy birthday candles
Tesco,2.25,5.6,kg,Maggi Authentic Indian Masala Chilli Sauce 400g,20240413,food_cupboard,False,False,Maggi Authentic Indian Masala Chilli Sauce 400g,,,,Maggi,,,400.0,g,,False,,,,Authentic Indian Masala Chilli Sauce,authentic indian masala chilli sauce
Tesco,4.25,17.71,kg,Itsu Teriyaki Chick'n Vegan Gyoza 240G,20240413,frozen,False,False,Itsu Teriyaki Chick'n Vegan Gyoza 240G,,,,Itsu,,,240.0,g,,False,diet,vegan,,Teriyaki Chick'n Gyoza,teriyaki chick n gyoza
Morrisons,1.99,11.7,kg,Ginsters Cheddar & Onion Slice,20240413,fresh_food,False,False,Ginsters Cheddar & Onion Slice,,,,Ginsters,,,170.1,g,,True,,,,Cheddar and Onion Slice,cheddar and onion slice
Tesco,3.5,8.45,kg,Discover-In Hoisin Chicken Bao Bun Kit 414g,20240413,frozen,False,False,Discover-In Hoisin Chicken Bao Bun Kit 414g,,,,Discover-In,,,414.0,g,,False,,,,Hoisin Chicken Bao Bun Kit,hoisin chicken bao bun kit
ASDA,18.0,18.0,unit,George Home Yellow Fast Boil Textured Kettle GTK101Y-21,20240413,drinks,True,False,George Home Yellow Fast Boil Textured Kettle GTK101Y-21,George Home,standard,,,,,,,,False,,,,Yellow Fast Boil Textured Kettle GTK101Y-21,yellow fast boil textured kettle gtk101y 21
Tesco,2.5,25.0,kg,Tony's Chocolonely Littl' Bits Triple chocolate mix 100g,20240413,food_cupboard,False,False,Tony's Chocolonely Littl' Bits Triple chocolate mix 100g,,,,,,,100.0,g,,False,,,,Tony's Chocolonely Littl' Bits Triple chocolate mix,tony s chocolonely littl bits triple chocolate mix
Tesco,1.5,10.0,kg,Sensations Crushed Sea Salt & Black Peppercorn Flavour Potato Crisps 150g,20240413,food_cupboard,False,False,Sensations Crushed Sea Salt & Black Peppercorn Flavour Potato Crisps 150g,,,,Sensations,,,150.0,g,,False,,,{'form': ['crushed']},Crushed Sea Salt and Black Peppercorn Flavour Potato Crisps,crushed sea salt and black peppercorn flavour potato crisps
Morrisons,0.39,0.39,unit,Market Street Salad Cress,20240320,fresh_food,False,False,Market Street Salad Cress,Market Street,premium,Market Street,,,,,,,False,,,,Salad Cress,salad cress
Sains,11.0,0.37,unit,Optibac Kids Strawberry Gummies x30,20240413,free-from,False,False,Optibac Kids Strawberry Gummies x30,,,,Optibac,30.0,x_count,,,,False,,,,Kids Strawberry Gummies,kids strawberry gummies
Sains,5.5,12.9,l,Ben & Jerry's Sundae Ice Cream Tub Marshmallow & S'more 427ml,20240413,frozen,False,False,Ben & Jerry's Sundae Ice Cream Tub Marshmallow & S'more 427ml,,,,,,,427.0,ml,,False,,,{'packaging': ['tub']},Ben and Jerry's Sundae Ice Cream Tub Marshmallow and S'more,ben and jerry s sundae ice cream tub marshmallow and s more
Morrisons,26.0,37.14,l,Jaffa Cake Gin,20240413,drinks,False,False,Jaffa Cake Gin,,,,,,,700.1,ml,,True,,,,Jaffa Cake Gin,jaffa cake gin
ASDA,1.5,23.4,kg,Patak's Plain Pappadums x 8,20240413,food_cupboard,False,False,Patak's Plain Pappadums x 8,,,,Patak'S,8.0,x_count,64.1,g,,True,,,,Plain Pappadums,plain pappadums
Sains,3.55,10.14,kg,Sainsbury's British Fresh Chicken Thigh Fillets In a Hot & Spicy Breadcrumb Coating 350g,20240413,fresh_food,True,False,Sainsbury's British Fresh Chicken Thigh Fillets In a Hot & Spicy Breadcrumb Coating 350g,Sainsbury's,standard,,,,,350.0,g,,False,,,"{'flavor': ['spicy', 'hot'], 'cut_meat': ['thigh']}",British Fresh Chicken Thigh Fillets In a Hot and Spicy Breadcrumb Coating,british fresh chicken thigh fillets in a hot and spicy breadcrumb coating
Tesco,1.75,3.5,kg,Ambrosia Light 30% Less Sugar & Fat Custard 500G,20240413,food_cupboard,False,False,Ambrosia Light 30% Less Sugar & Fat Custard 500G,,,,Ambrosia,,,500.0,g,30.0,False,,,,Light Less Sugar and Fat Custard,light less sugar and fat custard
ASDA,0.75,0.01,unit,ASDA Cake White Paper Cases,20240403,food_cupboard,True,False,ASDA Cake White Paper Cases,ASDA,standard,,,,,,,,False,,,{'bakery_type': ['white']},Cake White Paper Cases,cake white paper cases
Sains,2.0,10.0,kg,Quorn Totally Vegan 10 Fishless Fingers 200g,20240413,free-from,False,False,Quorn Totally Vegan 10 Fishless Fingers 200g,,,,Quorn,,,200.0,g,,False,diet,vegan,,Totally 10 Fishless Fingers,totally 10 fishless fingers
Sains,2.5,2.5,kg,Napolina Spaghetti 1kg,20240413,food_cupboard,False,False,Napolina Spaghetti 1kg,,,,Napolina,,,1000.0,g,,False,,,,Spaghetti,spaghetti
ASDA,4.0,36.4,kg,Kenco Duo Cappuccino Instant Coffee,20240413,drinks,False,False,Kenco Duo Cappuccino Instant Coffee,,,,Kenco,,,109.9,g,,True,,,,Duo Cappuccino Instant Coffee,duo cappuccino instant coffee
Sains,3.0,10.71,kg,La Famiglia Rana Filled Pan-Fry Gnocchi Spinach & Mozzarella 280g,20240413,fresh_food,False,False,La Famiglia Rana Filled Pan-Fry Gnocchi Spinach & Mozzarella 280g,,,,,,,280.0,g,,False,,,,La Famiglia Rana Filled Pan-Fry Gnocchi Spinach and Mozzarella,la famiglia rana filled pan fry gnocchi spinach and mozzarella
Sains,1.25,3.8,l,San Pellegrino Orange 330ml,20240413,drinks,False,False,San Pellegrino Orange 330ml,,,,San Pellegrino,,,330.0,ml,,False,,,,Orange,orange
Morrisons,6.49,6.49,unit,Velo Freeze 11mg Pouch,20240319,drinks,False,False,Velo Freeze 11mg Pouch,,,,,,,,,,False,,,{'packaging': ['pouch']},Velo Freeze 11mg Pouch,velo freeze 11mg pouch
Sains,2.0,66.7,kg,Clipper Organic Nettle 20 Tea Bags 30g,20240413,food_cupboard,False,False,Clipper Organic Nettle 20 Tea Bags 30g,,,,Clipper,20.0,bag_count,30.0,g,,False,organic,organic,,Nettle,nettle
